timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-05-26T18:38:49.323391,1779842329.323,0.660,456.900,76,146.300
2026-05-26T18:38:58.328379,1779842338.328,15.970,500.100,76,146.500
2026-05-26T18:39:06.377387,1779842346.377,16.270,472.400,76,146.300
2026-05-26T18:39:14.558263,1779842354.558,14.690,532.800,76,146.300
2026-05-26T18:39:23.587323,1779842363.587,15.810,571.100,76,146.500
2026-05-26T18:39:32.562416,1779842372.562,21.150,533.400,74,146.500
2026-05-26T18:39:40.613989,1779842380.614,21.230,645.200,74,146.500
2026-05-26T18:39:49.423783,1779842389.424,20.800,843.500,77,146.800
2026-05-26T18:39:58.405500,1779842398.405,255.960,673.300,79,150.500
2026-05-26T18:40:06.452020,1779842406.452,164.940,1131.520,79,157.100
2026-05-26T18:40:14.595156,1779842414.595,155.310,2292.736,78,164.500
2026-05-26T18:40:23.578096,1779842423.578,122.720,2315.264,77,173.100
2026-05-26T18:40:32.566211,1779842432.566,58.390,2299.904,78,181.200
2026-05-26T18:40:40.607688,1779842440.608,51.460,2309.120,78,185.800
2026-05-26T18:40:49.327892,1779842449.328,75.230,2324.480,77,189.600
2026-05-26T18:40:58.315897,1779842458.316,40.060,2229.248,76,193.900
2026-05-26T18:41:06.376343,1779842466.376,38.980,1859.584,76,196.600
2026-05-26T18:41:14.577485,1779842474.577,40.200,1523.712,75,198.200
2026-05-26T18:41:23.591492,1779842483.591,32.520,2323.456,73,201.900
2026-05-26T18:41:32.577546,1779842492.578,70.390,2338.816,73,199.500
2026-05-26T18:41:40.626104,1779842500.626,32.190,1716.224,74,200.800
2026-05-26T18:41:49.424721,1779842509.425,243.540,2370.560,80,202.800
2026-05-26T18:41:58.371487,1779842518.371,45.710,2364.416,78,204.400
2026-05-26T18:42:06.419965,1779842526.420,29.800,1767.424,78,205.300
2026-05-26T18:42:14.597166,1779842534.597,27.940,2369.536,77,206.400
2026-05-26T18:42:23.594293,1779842543.594,25.940,2098.176,77,207.900
2026-05-26T18:42:32.590654,1779842552.591,23.440,1474.560,77,209.300
2026-05-26T18:42:40.642143,1779842560.642,28.250,2297.856,78,210.600
2026-05-26T18:42:49.353662,1779842569.354,31.810,1587.200,76,211.500
2026-05-26T18:42:58.353670,1779842578.354,24.010,2380.800,75,212.000
2026-05-26T18:43:06.397584,1779842586.398,25.310,1636.352,75,212.800
2026-05-26T18:43:14.616723,1779842594.617,48.540,2380.800,73,213.100
2026-05-26T18:43:23.607068,1779842603.607,23.340,1628.160,73,214.300
2026-05-26T18:43:32.602085,1779842612.602,47.620,2398.208,73,215.700
2026-05-26T18:43:40.655152,1779842620.655,22.610,1519.616,74,216.400
2026-05-26T18:43:49.363724,1779842629.364,22.490,2212.864,73,217.400
2026-05-26T18:43:58.368291,1779842638.368,20.280,1396.736,73,218.700
2026-05-26T18:44:06.419529,1779842646.420,22.520,2013.184,73,219.100
2026-05-26T18:44:14.620730,1779842654.621,20.810,2418.688,73,220.200
2026-05-26T18:44:23.612530,1779842663.613,20.880,1783.808,72,221.200
2026-05-26T18:44:32.614887,1779842672.615,21.040,2425.856,72,222.200
2026-05-26T18:44:40.660657,1779842680.661,20.690,1504.256,73,222.700
2026-05-26T18:44:49.382563,1779842689.383,20.850,2139.136,72,223.300
2026-05-26T18:44:58.379774,1779842698.380,20.030,1233.920,72,223.900
2026-05-26T18:45:06.429953,1779842706.430,20.390,1792.000,72,224.400
2026-05-26T18:45:14.623914,1779842714.624,44.010,2446.336,70,224.800
2026-05-26T18:45:23.649908,1779842723.650,19.780,1432.576,70,225.200
2026-05-26T18:45:32.645281,1779842732.645,53.250,2644.992,79,226.200
2026-05-26T18:45:40.680941,1779842740.681,24.370,1998.848,78,229.400
2026-05-26T18:45:49.437057,1779842749.437,53.030,2594.816,78,226.900
2026-05-26T18:45:58.403363,1779842758.403,18.760,1429.504,77,227.800
2026-05-26T18:46:06.453674,1779842766.454,27.620,1910.784,77,228.500
2026-05-26T18:46:14.652977,1779842774.653,47.520,2465.792,77,229.200
2026-05-26T18:46:23.650458,1779842783.650,22.660,1421.312,77,230.000
2026-05-26T18:46:32.652802,1779842792.653,17.980,1941.504,76,230.900
2026-05-26T18:46:40.705218,1779842800.705,46.000,2469.888,77,231.300
2026-05-26T18:46:49.420983,1779842809.421,19.030,1362.944,76,231.900
2026-05-26T18:46:58.418060,1779842818.418,23.110,1868.800,75,232.800
2026-05-26T18:47:06.469332,1779842826.469,21.600,2313.216,76,233.500
2026-05-26T18:47:14.672420,1779842834.672,18.380,1242.112,73,234.400
2026-05-26T18:47:23.670901,1779842843.671,25.370,1772.544,75,235.000
2026-05-26T18:47:32.667951,1779842852.668,17.140,2287.616,74,235.600
2026-05-26T18:47:40.719516,1779842860.720,24.790,1214.464,73,237.200
2026-05-26T18:47:49.461069,1779842869.461,197.730,2316.288,80,237.500
2026-05-26T18:47:58.486760,1779842878.487,24.690,1981.440,79,237.600
2026-05-26T18:48:06.526463,1779842886.526,23.260,2388.992,79,237.700
2026-05-26T18:48:14.700212,1779842894.700,23.610,2824.192,78,237.900
2026-05-26T18:48:23.705082,1779842903.705,22.880,1537.024,78,238.400
2026-05-26T18:48:32.699856,1779842912.700,22.360,1982.464,78,238.600
2026-05-26T18:48:40.749590,1779842920.750,54.820,2465.792,78,239.000
2026-05-26T18:48:49.462467,1779842929.462,16.420,1392.640,75,239.600
2026-05-26T18:48:58.468754,1779842938.469,15.780,1876.992,75,239.800
2026-05-26T18:49:06.521853,1779842946.522,16.930,2304.000,75,240.200
