timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-05-26T17:41:44.567353,1779838904.567,0.600,271.300,15,50.170
2026-05-26T17:41:53.515647,1779838913.516,13.970,287.700,15,52.640
2026-05-26T17:42:02.535341,1779838922.535,0.350,321.200,15,53.630
2026-05-26T17:42:11.504430,1779838931.504,88.230,389.900,15,85.450
2026-05-26T17:42:20.047809,1779838940.048,87.150,389.800,15,121.000
2026-05-26T17:42:28.996756,1779838948.997,83.400,390.300,15,141.300
2026-05-26T17:42:37.991011,1779838957.991,69.100,396.000,15,152.000
2026-05-26T17:42:46.033429,1779838966.033,83.150,393.100,15,150.200
2026-05-26T17:42:54.084522,1779838974.085,70.500,396.800,15,155.400
2026-05-26T17:43:02.555904,1779838982.556,82.610,393.800,15,161.600
2026-05-26T17:43:11.520216,1779838991.520,83.430,395.600,15,167.100
2026-05-26T17:43:20.005258,1779839000.005,82.100,395.300,15,139.200
2026-05-26T17:43:28.999032,1779839008.999,81.750,393.900,15,153.500
2026-05-26T17:43:38.000953,1779839018.001,84.640,396.000,15,160.700
2026-05-26T17:43:46.040666,1779839026.041,113.390,392.000,15,165.300
2026-05-26T17:43:54.082738,1779839034.083,84.270,397.300,15,170.800
2026-05-26T17:44:02.547923,1779839042.548,87.280,394.300,15,177.100
2026-05-26T17:44:11.582230,1779839051.582,93.560,392.600,15,173.600
2026-05-26T17:44:20.032293,1779839060.032,67.090,397.500,15,203.700
2026-05-26T17:44:29.024030,1779839069.024,67.490,408.100,15,224.600
2026-05-26T17:44:37.061190,1779839077.061,64.460,396.900,15,229.300
2026-05-26T17:44:45.117859,1779839085.118,96.580,395.400,15,233.500
2026-05-26T17:44:53.563949,1779839093.564,80.750,394.200,15,203.800
2026-05-26T17:45:02.556341,1779839102.556,81.740,397.300,15,211.700
2026-05-26T17:45:11.558642,1779839111.559,68.930,401.400,15,214.900
2026-05-26T17:45:20.065502,1779839120.066,69.400,398.900,15,215.600
2026-05-26T17:45:29.051351,1779839129.051,69.040,399.600,15,222.300
2026-05-26T17:45:38.095671,1779839138.096,75.540,399.900,15,224.100
2026-05-26T17:45:46.143627,1779839146.144,69.240,398.300,15,224.600
2026-05-26T17:45:54.193720,1779839154.194,79.820,397.900,15,214.500
2026-05-26T17:46:02.586015,1779839162.586,67.750,403.200,15,214.800
2026-05-26T17:46:11.577965,1779839171.578,62.060,412.700,15,218.800
2026-05-26T17:46:20.086432,1779839180.086,66.260,399.200,15,220.100
2026-05-26T17:46:29.063236,1779839189.063,66.290,399.300,15,242.400
2026-05-26T17:46:38.086337,1779839198.086,77.160,395.500,15,220.100
2026-05-26T17:46:46.132454,1779839206.132,61.200,402.000,15,216.000
2026-05-26T17:46:54.182868,1779839214.183,83.290,402.100,15,204.700
2026-05-26T17:47:02.584541,1779839222.585,65.070,403.000,15,204.400
2026-05-26T17:47:11.589321,1779839231.589,89.440,403.400,15,204.700
2026-05-26T17:47:20.094376,1779839240.094,82.720,400.100,15,199.400
2026-05-26T17:47:29.083759,1779839249.084,68.050,405.100,15,217.800
2026-05-26T17:47:38.085640,1779839258.086,78.870,402.000,15,219.500
2026-05-26T17:47:46.128749,1779839266.129,57.890,401.700,15,220.100
2026-05-26T17:47:54.173845,1779839274.174,92.050,399.500,15,220.500
2026-05-26T17:48:02.612654,1779839282.613,61.350,405.700,15,251.200
2026-05-26T17:48:11.615239,1779839291.615,65.940,403.800,15,254.000
2026-05-26T17:48:20.102530,1779839300.103,80.320,400.000,15,255.600
2026-05-26T17:48:29.097136,1779839309.097,65.270,405.400,15,262.700
2026-05-26T17:48:38.103771,1779839318.104,62.280,406.200,15,219.200
2026-05-26T17:48:46.146671,1779839326.147,91.600,398.200,15,222.600
2026-05-26T17:48:54.194449,1779839334.194,80.700,401.500,15,223.800
2026-05-26T17:49:02.615167,1779839342.615,80.420,402.900,15,223.100
2026-05-26T17:49:11.612496,1779839351.612,65.240,402.500,15,224.800
2026-05-26T17:49:20.120326,1779839360.120,85.600,401.800,15,225.300
2026-05-26T17:49:29.133721,1779839369.134,0.000,402.800,15,234.600
2026-05-26T17:49:38.160388,1779839378.160,0.030,402.800,15,208.900
2026-05-26T17:49:46.245176,1779839386.245,0.010,402.800,15,205.100
2026-05-26T17:49:54.353887,1779839394.354,0.010,402.800,15,157.200
2026-05-26T17:50:02.686908,1779839402.687,0.040,402.800,15,157.200
2026-05-26T17:50:11.682769,1779839411.683,0.010,402.800,15,157.200
2026-05-26T17:50:20.194285,1779839420.194,0.280,402.800,15,157.200
2026-05-26T17:50:29.202614,1779839429.203,0.040,402.800,15,162.200
2026-05-26T17:50:38.159954,1779839438.160,9.320,402.900,15,157.800
2026-05-26T17:50:46.248907,1779839446.249,0.010,402.900,15,157.700
2026-05-26T17:50:54.348718,1779839454.349,0.020,402.900,15,157.900
2026-05-26T17:51:02.713929,1779839462.714,0.050,402.900,15,157.800
2026-05-26T17:51:11.719600,1779839471.720,0.010,183.000,15,158.000
2026-05-26T17:51:20.213286,1779839480.213,0.590,184.000,15,158.000
2026-05-26T17:51:29.213352,1779839489.213,0.060,183.800,15,157.900
2026-05-26T17:51:38.198741,1779839498.199,8.940,184.000,15,157.800
2026-05-26T17:51:46.294806,1779839506.295,0.010,183.900,15,158.200
2026-05-26T17:51:54.399445,1779839514.399,0.010,183.900,15,157.800
2026-05-26T17:52:02.747826,1779839522.748,0.050,183.900,15,157.600
2026-05-26T17:52:11.739478,1779839531.739,0.010,183.900,15,157.800
2026-05-26T17:52:20.242938,1779839540.243,0.780,183.900,15,157.600
2026-05-26T17:52:29.214166,1779839549.214,0.030,183.900,15,158.100
