timestamp_iso,unix_ts,cpu_pct,mem_mb,pids
2026-05-26T15:09:08.839187,1779829748.839,0.230,659.800,54
2026-05-26T15:09:14.865913,1779829754.866,60.750,713.000,67
2026-05-26T15:09:20.892810,1779829760.893,283.570,845.500,69
2026-05-26T15:09:26.928804,1779829766.929,133.580,881.300,68
2026-05-26T15:09:32.972360,1779829772.972,129.440,905.300,68
2026-05-26T15:09:39.806627,1779829779.807,199.670,938.800,71
2026-05-26T15:09:45.847023,1779829785.847,190.590,946.200,70
2026-05-26T15:09:51.887672,1779829791.888,96.490,944.000,69
2026-05-26T15:09:58.864952,1779829798.865,111.800,947.400,70
2026-05-26T15:10:04.903205,1779829804.903,106.590,958.600,69
2026-05-26T15:10:10.937479,1779829810.937,91.320,970.900,70
2026-05-26T15:10:16.975307,1779829816.975,51.360,978.700,69
2026-05-26T15:10:23.011716,1779829823.012,53.950,978.900,68
2026-05-26T15:10:29.854944,1779829829.855,30.100,1008.000,69
2026-05-26T15:10:35.898699,1779829835.899,99.070,1044.480,68
2026-05-26T15:10:41.940126,1779829841.940,113.580,1044.480,68
2026-05-26T15:10:48.825769,1779829848.826,96.160,1044.480,68
2026-05-26T15:10:54.867304,1779829854.867,94.950,1044.480,68
2026-05-26T15:11:00.910008,1779829860.910,96.000,1044.480,68
2026-05-26T15:11:06.952379,1779829866.952,115.580,1044.480,68
2026-05-26T15:11:12.993826,1779829872.994,94.740,1044.480,63
2026-05-26T15:11:19.830121,1779829879.830,96.930,1044.480,63
2026-05-26T15:11:25.870155,1779829885.870,93.790,1044.480,63
2026-05-26T15:11:31.906285,1779829891.906,95.570,1044.480,63
2026-05-26T15:11:38.838389,1779829898.838,92.960,1044.480,63
2026-05-26T15:11:44.872603,1779829904.873,94.330,1045.504,63
2026-05-26T15:11:50.915087,1779829910.915,94.690,1044.480,63
2026-05-26T15:11:56.953309,1779829916.953,94.050,1044.480,63
2026-05-26T15:12:02.990531,1779829922.991,94.520,1044.480,63
2026-05-26T15:12:09.847370,1779829929.847,94.830,1044.480,63
2026-05-26T15:12:15.883703,1779829935.884,198.710,1079.296,73
2026-05-26T15:12:21.928980,1779829941.929,114.870,1087.488,71
2026-05-26T15:12:28.859543,1779829948.860,98.720,1086.464,71
2026-05-26T15:12:34.901596,1779829954.902,99.460,1078.272,71
2026-05-26T15:12:40.938344,1779829960.938,105.720,1080.320,71
2026-05-26T15:12:46.971688,1779829966.972,110.500,1074.176,71
2026-05-26T15:12:53.008301,1779829973.008,96.490,1073.152,71
2026-05-26T15:12:59.869847,1779829979.870,107.680,1076.224,71
2026-05-26T15:13:05.909705,1779829985.910,97.470,1075.200,72
2026-05-26T15:13:11.948983,1779829991.949,106.280,1076.224,72
2026-05-26T15:13:18.939765,1779829998.940,94.730,1077.248,72
2026-05-26T15:13:24.978482,1779830004.978,98.380,1076.224,72
2026-05-26T15:13:31.070681,1779830011.071,96.860,1077.248,72
2026-05-26T15:13:37.105843,1779830017.106,93.760,1077.248,72
2026-05-26T15:13:43.143450,1779830023.143,92.860,1077.248,72
2026-05-26T15:13:49.917858,1779830029.918,92.970,1077.248,72
2026-05-26T15:13:55.954533,1779830035.955,100.640,1080.320,77
2026-05-26T15:14:01.988935,1779830041.989,98.460,1078.272,72
2026-05-26T15:14:08.914205,1779830048.914,91.530,1078.272,72
2026-05-26T15:14:14.951616,1779830054.952,103.170,1083.392,72
2026-05-26T15:14:20.988491,1779830060.988,96.150,1081.344,72
2026-05-26T15:14:27.032509,1779830067.033,94.740,1081.344,72
2026-05-26T15:14:33.075555,1779830073.076,96.720,1085.440,77
2026-05-26T15:14:39.923002,1779830079.923,93.120,1082.368,72
2026-05-26T15:14:45.913506,1779830085.914,106.800,1083.392,72
2026-05-26T15:14:51.946585,1779830091.947,94.420,1082.368,72
2026-05-26T15:14:58.868519,1779830098.869,89.530,1082.368,72
2026-05-26T15:15:04.907730,1779830104.908,100.820,1083.392,72
2026-05-26T15:15:10.946707,1779830110.947,92.970,1083.392,72
2026-05-26T15:15:16.990344,1779830116.990,94.800,1082.368,72
2026-05-26T15:15:23.030577,1779830123.031,95.900,1083.392,72
2026-05-26T15:15:29.935881,1779830129.936,95.180,1084.416,72
2026-05-26T15:15:35.993938,1779830135.994,97.920,1084.416,72
2026-05-26T15:15:42.035795,1779830142.036,94.180,1085.440,72
2026-05-26T15:15:48.893009,1779830148.893,112.160,1084.416,73
2026-05-26T15:15:54.932000,1779830154.932,92.510,1085.440,72
2026-05-26T15:16:00.970621,1779830160.971,94.680,1085.440,72
2026-05-26T15:16:07.007748,1779830167.008,105.090,1085.440,72
2026-05-26T15:16:13.043331,1779830173.043,93.930,1086.464,72
2026-05-26T15:16:19.928385,1779830179.928,92.820,1085.440,72
2026-05-26T15:16:25.968392,1779830185.968,92.850,1086.464,72
2026-05-26T15:16:32.005696,1779830192.006,107.110,1087.488,72
2026-05-26T15:16:38.901972,1779830198.902,93.670,1091.584,77
2026-05-26T15:16:44.940031,1779830204.940,92.150,1086.464,73
2026-05-26T15:16:50.983014,1779830210.983,106.980,1091.584,72
2026-05-26T15:16:57.016909,1779830217.017,92.040,1091.584,72
2026-05-26T15:17:03.055691,1779830223.056,91.760,1093.632,73
2026-05-26T15:17:09.911976,1779830229.912,94.700,1092.608,72
2026-05-26T15:17:15.945831,1779830235.946,91.720,1092.608,72
2026-05-26T15:17:21.986401,1779830241.986,103.200,1091.584,72
2026-05-26T15:17:28.922476,1779830248.922,94.410,1093.632,72
2026-05-26T15:17:34.955775,1779830254.956,102.550,1093.632,72
2026-05-26T15:17:41.000284,1779830261.000,95.750,1091.584,77
2026-05-26T15:17:47.041932,1779830267.042,94.220,1090.560,72
2026-05-26T15:17:53.081745,1779830273.082,95.870,1093.632,72
2026-05-26T15:17:59.932879,1779830279.933,97.320,1094.656,72
2026-05-26T15:18:05.974974,1779830285.975,114.970,1097.728,72
2026-05-26T15:18:12.021140,1779830292.021,98.310,1094.656,72
2026-05-26T15:18:18.928110,1779830298.928,97.750,1093.632,72
2026-05-26T15:18:24.970323,1779830304.970,132.200,1106.944,73
