timestamp_iso,unix_ts,cpu_pct,mem_mb,pids,db_mem_mb
2026-05-28T18:42:24.034115,1780018944.034,0.127,1.105,5,0.000
2026-05-28T18:42:26.126431,1780018946.126,0.000,1.105,5,0.000
2026-05-28T18:42:28.186130,1780018948.186,1.458,11.688,7,0.000
2026-05-28T18:42:30.241434,1780018950.241,58.474,47.703,10,0.000
2026-05-28T18:42:32.299032,1780018952.299,62.810,79.285,10,0.000
2026-05-28T18:42:34.359830,1780018954.360,60.098,112.199,10,0.000
2026-05-28T18:42:36.435559,1780018956.436,62.819,139.816,10,0.000
2026-05-28T18:42:38.484843,1780018958.485,63.292,171.172,10,0.000
2026-05-28T18:42:40.536152,1780018960.536,59.818,212.949,10,0.000
2026-05-28T18:42:42.587916,1780018962.588,59.543,224.551,10,0.000
2026-05-28T18:42:44.636657,1780018964.637,59.545,260.812,10,0.000
2026-05-28T18:42:46.689551,1780018966.690,59.181,281.270,11,0.000
2026-05-28T18:42:48.752732,1780018968.753,61.822,317.879,11,0.000
2026-05-28T18:42:50.827542,1780018970.828,60.605,339.684,12,0.000
2026-05-28T18:42:52.893087,1780018972.893,58.957,386.266,13,0.000
2026-05-28T18:42:54.990427,1780018974.990,19.906,390.875,13,0.000
2026-05-28T18:42:57.080704,1780018977.081,0.005,390.320,13,0.000
2026-05-28T18:42:59.173041,1780018979.173,0.000,390.168,13,0.000
2026-05-28T18:43:01.266362,1780018981.266,0.000,390.168,13,0.000
2026-05-28T18:43:03.353862,1780018983.354,0.000,390.168,13,0.000
2026-05-28T18:43:05.444044,1780018985.444,0.000,390.168,13,0.000
2026-05-28T18:43:07.531558,1780018987.532,0.000,390.168,13,0.000
2026-05-28T18:43:09.625220,1780018989.625,0.000,390.168,13,0.000
2026-05-28T18:43:11.717999,1780018991.718,0.000,390.168,13,0.000
2026-05-28T18:43:13.812330,1780018993.812,0.000,390.168,13,0.000
2026-05-28T18:43:15.906516,1780018995.907,0.000,390.168,13,0.000
2026-05-28T18:43:17.986307,1780018997.986,0.000,390.168,13,0.000
2026-05-28T18:43:20.079216,1780019000.079,0.000,390.168,13,0.000
2026-05-28T18:43:22.162305,1780019002.162,0.000,390.168,13,0.000
2026-05-28T18:43:24.258696,1780019004.259,0.000,390.168,13,0.000
2026-05-28T18:43:26.340371,1780019006.340,0.000,390.168,13,0.000
2026-05-28T18:43:28.430008,1780019008.430,0.000,390.168,13,0.000
2026-05-28T18:43:30.515199,1780019010.515,0.000,390.168,13,0.000
2026-05-28T18:43:32.600720,1780019012.601,0.000,390.168,13,0.000
2026-05-28T18:43:34.691168,1780019014.691,0.000,390.168,13,0.000
2026-05-28T18:43:36.791404,1780019016.791,0.000,390.168,13,0.000
2026-05-28T18:43:38.879456,1780019018.879,0.000,390.168,13,0.000
2026-05-28T18:43:40.966189,1780019020.966,0.000,390.168,13,0.000
2026-05-28T18:43:43.054977,1780019023.055,0.000,390.168,13,0.000
2026-05-28T18:43:45.141296,1780019025.141,0.000,390.168,13,0.000
2026-05-28T18:43:47.232121,1780019027.232,0.000,390.168,13,0.000
2026-05-28T18:43:49.328561,1780019029.329,0.000,390.168,13,0.000
